time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,5759.999999999999,691.1999999999998,0.0,1.0
15.0,4351.831815915164,522.2198179098197,33.34280510545477,6.144230565247826
20.0,3957.948796761906,474.9538556114287,47.582105719236154,8.463033798149565
25.0,3599.549652279085,431.9459582734902,48.47155384986126,10.318480134996621
30.0,3273.586396614352,392.8303675937222,58.45551614915113,11.74985748562186
35.0,2977.132939751452,357.2559527701742,47.39502825118275,12.819134956028458
40.0,2707.5149752237385,324.9017970268486,57.5543944420473,13.582608537280045
45.0,2462.300814172061,295.4760977006473,74.28118350061762,14.08910065877304
50.0,2239.2800994074573,268.71361192889486,93.68658195925372,14.380737674387724
55.0,2036.4434380842315,244.37321257010777,73.22533641553758,14.493823607969397
60.0,1851.9638907753595,222.23566689304312,79.42858208704239,14.45961107344577
65.0,1684.180230201605,202.1016276241926,77.3421974680285,14.304966155249454
70.0,1531.58178866746,183.7898146400952,58.59549919523154,14.052942352048163
75.0,1392.794730236546,167.13536762838552,54.066914014851996,13.723277794202682
80.0,1266.5696000247603,151.98835200297123,62.56249060045445,13.332827511836001
85.0,1151.7700252542852,138.21240303051422,55.80683889552927,12.895940134468484
90.0,1047.3624495416975,125.6834939450037,67.68568633957986,12.42478687406172
95.0,952.4068183256512,114.28881819907814,65.79601243781244,11.929648831397886
100.0,866.0481033095015,103.92577239714018,72.90003042808331,11.419168484327834
105.0,787.5086045197527,94.50103254237033,60.051838950692044,10.900569580186739
110.0,716.0809507036267,85.9297140844352,49.067166916747894,10.379849526650645
115.0,651.1217361436264,78.13460833723516,39.84672987442272,9.86194762669458
120.0,592.0457347054418,71.04548816465301,60.526885220948984,9.350892145790969
125.0,538.3206378435525,64.5984765412263,49.50653054445021,8.849928808845188
130.0,489.4622703205806,58.73547243846967,34.90186823242464,8.36163294863437
135.0,445.03023152504153,53.40362778300498,29.00486358639434,7.888007428700341
140.0,404.623952985553,48.55487435826636,36.67361210524486,7.430567608390163
145.0,367.87908462215853,44.14549015465902,32.90399672871246,6.9904157775918385
150.0,334.4642250484907,40.13570700581888,23.62055945993927,6.568305493607609
155.0,304.07794328731205,36.489353194477445,42.57171097328572,6.164697515659521
160.0,276.4460694629847,33.17352833555817,38.231045004849896,5.779808256519713
165.0,251.31923102004487,30.158307722405382,18.781329755527892,5.413651667336586
170.0,228.47061114318618,27.41647333718234,21.279411732044743,5.066075387677367
175.0,207.69390990689968,24.92326918882796,21.377270217893944,4.736791865877035
180.0,188.80148989498542,22.65617878739825,20.172743128199933,4.425405080061341
185.0,171.62268895507432,20.594722674608917,16.650018095890808,4.131433425019707
190.0,156.00228579673345,18.720274295608014,23.231656006806794,3.8543292420040167
195.0,141.79910408988215,17.01589249078586,13.913110032139041,3.5934954297456985
200.0,128.88474259578663,15.466169111494395,21.51256405677699,3.348299513889123
205.0,117.1424202810546,14.057090433726552,13.991406676484285,3.118085504107495
210.0,106.46592554028625,12.77591106483435,15.450326155440004,2.9021838364869406
215.0,96.75866048818257,11.611039258581908,17.051935059122393,2.699919653664436
220.0,87.93277168072117,10.551932601686541,11.995640451760972,2.510619649191368
225.0,79.9083591841868,9.589003102102417,12.274036057909807,2.333617674799772
230.0,72.61275733098108,8.71353087971773,11.54346829627786,2.168259280487473
235.0,65.97988035638579,7.917585642766294,11.919480159284278,2.013905340849363
240.0,59.94962717772829,7.193955261327394,9.711767487357502,1.8699348988351043
245.0,54.46734005812577,6.536080806975092,10.273909841020448,1.7357473417632328
250.0,49.483312077639994,5.937997449316799,8.147236627892658,1.6107640108617045
255.0,44.95233895040041,5.394280674048049,7.442109522434661,1.494429330944561
260.0,40.833312830386,4.89999753964632,5.919917865027298,1.3862115349256077
265.0,37.08884942903246,4.450661931483895,6.036441358729682,1.2856030553924889
270.0,33.68495296183173,4.042194355419808,6.537823798741024,1.19212062770029
275.0,30.590708242661126,3.670884989119335,5.540837458476536,1.1053051699298013
280.0,27.778002268891196,3.3333602722669435,3.1432295544437445,1.024721468456244
285.0,25.221270917464125,3.0265525100956947,5.6303167973491615,1.0
290.0,22.897267467092462,2.747672096051095,4.290187008055065,1.0
295.0,20.784853344920688,2.4941824013904825,3.9604914714232686,1.0
300.0,18.864806850458972,2.2637768220550765,2.835561025960434,1.0
305.0,17.119649645614118,2.054357957473694,4.300992800389904,1.0
310.0,15.5334888456782,1.8640186614813838,3.684997348988406,1.0
315.0,14.091873400112478,1.6910248080134973,3.524154802292262,1.0
320.0,12.78166343640172,1.5337996123682063,2.1161366790092098,1.0
325.0,11.590911522046484,1.390909382645578,2.720257485683012,1.0
330.0,10.508754543683002,1.2610505452419603,4.4521989546438965,1.0
335.0,9.525315531169271,1.1430378637403125,2.4502679937131897,1.0
340.0,8.631614094145695,1.0357936912974832,2.6339341964928304,1.0
345.0,7.819485280246176,1.0,2.2518754280171853,1.0
350.0,7.081505512136987,1.0,2.120255795689046,1.0
355.0,6.410925640396038,1.0,1.246135198294569,1.0
360.0,5.80160949831244,1.0,2.4352751689468137,1.0
365.0,5.247978445303009,1.0,2.5084435164573,1.0
370.0,4.744960746288015,1.0,0.47553983064822325,1.0
375.0,4.287945603448554,1.0,1.4181361642259083,1.0
380.0,3.872741326110967,1.0,0.7674511674534439,1.0
385.0,3.4955373005374097,1.0,-0.16879029944403645,1.0
390.0,3.152869404734524,1.0,0.34132288925987775,1.0
395.0,2.841588553872071,1.0,0.5911402860434459,1.0
