time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,7719.296509612049,919.9861609931926,0.0,1.0
15.0,5784.216666666667,720.0059559707358,12.2309,1.0
20.0,5147.596666666666,707.0277274855163,19.0033,2.950600160984203
25.0,4730.113333333334,545.022855881598,24.877799999999997,4.364157019402487
30.0,4311.256666666667,483.1880203744018,32.34813333333333,2.462728978863352
35.0,3923.5,432.41761909061944,34.00096666666666,6.086361065803881
40.0,3511.1166666666663,402.6069840841479,33.82046666666667,1.5452020267050313
45.0,3167.4,401.3987153691451,36.84746666666666,4.976552935851614
50.0,2893.4366666666665,363.0742878989552,42.80056666666667,6.5771589043699805
55.0,2639.23,327.46095965778875,43.171899999999994,5.727700010475407
60.0,2380.08,310.5440211950634,41.92536666666666,8.54659111712578
65.0,2162.57,292.2280321940386,45.42463333333333,11.38445644566895
70.0,1947.4866666666667,248.42705696709714,39.8516,4.045696770644089
75.0,1769.9533333333336,252.09119229622715,42.70676666666666,5.236067068261572
80.0,1605.8999999999999,217.47550367800045,43.82123333333333,1.7008173162727789
85.0,1458.4133333333332,211.47129032881352,36.43203333333333,5.344109705398398
90.0,1319.4133333333332,181.89671034225253,35.6928,2.7292612535263094
95.0,1200.5600000000002,178.86697179747867,36.707233333333335,5.924896004431921
100.0,1079.767,167.51665011872703,39.71356666666667,3.4336242213342625
105.0,982.313,166.61688400939443,33.93546666666666,1.0184773455179734
110.0,897.366,148.33164177949362,27.627633333333335,1.4588776725049062
115.0,814.8476666666666,127.20887730159927,30.945733333333337,3.6326483787084802
120.0,729.8146666666668,120.41840171806524,29.383066666666668,5.988716694195289
125.0,665.141,107.27166762943514,29.097033333333332,2.0331791911519606
130.0,605.207,101.25567727786924,27.076800000000002,4.894378537669515
135.0,549.8866666666667,96.33180381542397,25.287133333333333,1.5242995517067295
140.0,500.003,83.63045930759915,27.371533333333332,2.663610749214932
145.0,455.9393333333334,82.93129166565134,20.6857,3.0716897499584808
150.0,410.1573333333333,73.44259664754053,21.822466666666667,1.0
155.0,374.1493333333333,57.76014782125591,22.133666666666667,8.453572609455327
160.0,329.334,59.866996091335665,19.5705,5.0729186993288184
165.0,308.89866666666666,56.035033990650284,18.1416,3.5307046945333727
170.0,274.8403333333333,55.15512112518051,12.114016666666666,2.2678242967287687
175.0,253.01566666666668,41.622845125403586,16.195933333333333,2.923352760672808
180.0,226.73233333333334,46.26367813234626,15.452433333333333,4.987760094805417
185.0,206.12199999999999,48.10436893879806,9.55316,2.4565342825004497
190.0,186.5666666666667,34.54020441939122,17.077466666666666,4.398367072372807
195.0,174.813,41.45130738589557,12.008566666666667,1.818390212064873
200.0,159.43933333333334,30.205285635685243,10.779886666666668,1.8236247641807601
205.0,145.74766666666667,17.95434990004744,8.924856666666667,3.4576142291229273
210.0,130.04966666666667,19.65984967728221,9.153263333333333,5.26359327211301
215.0,121.49533333333333,20.96118215495808,8.174206666666667,2.2392717148736847
220.0,107.27433333333333,26.52632854982637,4.831413333333333,2.079924104032004
225.0,99.69853333333333,18.01276554705949,9.74971,3.636599992204257
230.0,89.97226666666666,16.550213134982076,4.377703333333334,2.1434229832054457
235.0,79.49516666666666,13.383336349480773,4.414256666666667,1.0
240.0,71.599,12.030564713678244,8.921696666666667,4.640356538352774
245.0,63.29253333333333,6.141157107038818,4.38737,3.659230443371939
250.0,56.47833333333333,12.602575457950383,1.9843499999999998,1.3543563552846791
255.0,55.617999999999995,7.8117452729847745,0.8047783333333335,2.6252098509594113
260.0,48.8271,8.198270518225169,1.0197166666666666,2.216350826569055
265.0,48.78596666666667,10.467955657306415,0.2210823333333333,2.4139934078506373
270.0,41.07033333333333,8.166158519973349,4.14025,3.2778683409038867
275.0,34.880533333333325,6.947081525600037,-1.3400200000000002,3.5010550255458712
280.0,29.4769,8.39767015725195,1.6938733333333333,2.964893196075254
285.0,32.64463333333333,8.506463932994327,1.7729133333333333,1.0
290.0,27.7885,3.8188405321510888,2.77026,1.4269608493578232
295.0,24.2698,3.8853179573877847,3.671723333333333,1.9602344001249785
300.0,21.760833333333334,6.882375377973315,1.2988879999999998,1.3663490140267969
305.0,21.53996666666667,6.12587425379703,4.081036666666667,1.0
310.0,22.30633333333334,2.297379129210791,1.7770646666666667,1.5566685874216557
315.0,18.656333333333333,1.0,2.8017179999999997,2.4055990634043734
320.0,16.492566666666665,2.4225987891793666,0.06370900000000002,1.0965114237849962
325.0,14.807633333333333,1.0,1.2569703333333335,2.680552823040489
330.0,14.091356666666664,4.3848996448759605,0.5279316666666667,2.234671505145294
335.0,11.537913333333334,5.947251388879852,0.43576699999999996,1.9602328139195608
340.0,14.095003333333333,4.555423744728183,5.209263333333333,1.0
345.0,10.35553,7.7694738770202445,-0.78137,3.8755453873229246
350.0,5.454033333333332,2.957968380093562,-1.6414953333333333,1.3872039160286902
355.0,9.482846666666667,2.714809543325891,-0.5943433333333332,2.599326025440697
360.0,7.15503,1.3198800179940602,0.21619200000000002,1.325640437566688
365.0,0.7308899999999996,9.577523952426327,0.8912966666666667,2.6127242055435804
370.0,3.6196117,6.3077282492744144,0.521397,1.4934419769435303
375.0,-1.5329933333333334,2.461531511992754,1.8650106666666668,1.0
380.0,-2.46099,1.4661570228662413,2.0879410000000003,2.4284934331603614
385.0,2.281966666666667,4.039877694687468,-1.265736,1.0
390.0,-0.3320780000000001,4.139436393127934,1.1132189666666668,2.82111112548712
395.0,2.2460396333333335,3.129594122922524,0.9158883333333333,3.8489863434297
