time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,81509.58074241015,3958.8413732332365,0.0,1.0
20.0,57850.666666666664,2750.916277049039,32.62553333333333,3.3988326059594822
25.0,52164.96666666667,2348.9068954161075,36.70593333333333,5.573353053892542
30.0,47471.700000000004,2154.1453363225055,40.571666666666665,3.073626321356148
35.0,43194.833333333336,1766.3565787613004,43.84366666666667,2.142382123556238
40.0,39383.3,1521.4321378227817,43.433233333333334,1.8047250824802477
45.0,36016.6,1273.164989308143,40.40656666666667,3.611747533166368
50.0,32944.6,1068.8500035084437,41.12486666666666,2.5062530485434493
55.0,30163.7,949.2859843060995,45.668000000000006,4.113304111052331
60.0,27579.2,846.0498625967613,40.96236666666666,2.3354006622704664
65.0,25258.8,822.5063100061907,39.013533333333335,6.004150789523304
70.0,23122.86666666667,677.3608664023424,36.837266666666665,4.833474040825432
75.0,21183.633333333335,603.4587088884667,35.9591,5.266696152238138
80.0,19303.7,545.358698472849,33.6498,5.621030834286539
85.0,17755.166666666668,464.23179914061643,32.86323333333333,7.008952351338487
90.0,16294.6,398.9804631808429,34.100699999999996,4.068156657504722
95.0,15002.5,429.59809124343167,29.531499999999998,6.851513192718815
100.0,13658.366666666669,484.04295608275646,26.705366666666663,6.0927041503205555
105.0,12439.733333333332,348.7668610022083,23.886566666666667,6.474866973408282
110.0,11428.666666666666,387.1162917436225,24.049166666666665,7.966466343576262
115.0,10475.633333333333,316.3855295890336,22.620099999999997,9.224590867892191
120.0,9612.463333333333,261.0212101215789,23.98993333333333,6.428289733928717
125.0,8783.550000000001,266.19203387780016,18.526233333333334,6.044972283090579
130.0,8044.46,293.5329051401219,17.747799999999998,5.537176472716035
135.0,7369.046666666666,247.30049177737874,20.698999999999998,6.573492238528923
140.0,6765.536666666667,250.90310048569194,14.421333333333331,2.1708655631644564
145.0,6195.553333333333,135.2805641374006,13.755139999999999,4.391620986014162
150.0,5614.7,178.6571434340086,10.867500000000001,1.0
155.0,5107.276666666666,128.1133171584177,11.91646,3.955617147652184
160.0,4646.293333333334,177.17448584187642,13.647933333333333,1.0
165.0,4247.123333333334,150.6362513916664,12.946416666666666,3.087729325221584
170.0,3920.5766666666664,143.1382577556866,11.081033333333332,1.3095399662985985
175.0,3562.026666666667,137.97621328813662,12.340993333333332,5.65286295253417
180.0,3245.933333333333,116.41126763906206,7.525579999999999,1.401575634098995
185.0,2979.883333333333,85.37934313013498,7.7518899999999995,1.0
190.0,2722.4733333333334,104.97109379888032,6.668393333333334,1.3781274137151953
195.0,2489.5733333333333,79.62602861711329,9.136723333333334,2.718776205286734
200.0,2284.4366666666665,79.0502336070763,5.644033333333333,2.807554430644815
205.0,2101.3333333333335,75.56050180705088,5.063573333333333,1.6295623686233471
210.0,1925.4733333333334,56.178022689779155,5.48361,1.9847686519844068
215.0,1770.7233333333334,40.177058545061925,7.875809999999999,2.552586315896095
220.0,1609.4533333333336,51.10013926921658,5.469796666666667,1.3438960575257795
225.0,1483.3133333333335,49.554225181444735,6.860456666666667,2.6358993505506496
230.0,1356.7966666666666,57.58291876358246,5.899888333333333,7.890737973070601
235.0,1259.6933333333334,38.80514957236126,4.28344,2.188635269317389
240.0,1167.87,65.72267264802912,5.723183333333334,1.022643684248494
245.0,1086.2633333333333,85.94380741701717,5.056023333333333,1.0
250.0,989.7113333333333,95.99250171410955,1.44142,4.140732818089088
255.0,931.5949999999999,113.60856595785374,2.68178,3.431731920707094
260.0,866.6156666666667,97.03478652696329,5.270456666666667,1.7653610522874161
265.0,805.4853333333334,92.38373779693771,2.863846666666667,5.563816410498583
270.0,753.3580000000001,71.19343839849284,2.927382866666667,4.01735774611431
275.0,692.5083333333333,66.72949013991739,2.8338133333333335,3.006245071951609
280.0,657.995,57.07478899654383,2.9559333333333337,1.0
285.0,591.9886666666666,77.01275923074914,4.10052,1.0
290.0,552.6146666666667,78.41128420280675,0.8911393333333333,1.4017834414453372
295.0,502.035,72.71240164511138,2.8972913333333334,2.191201154350128
300.0,468.57466666666664,63.55301843605332,2.2000176666666666,1.9378014241883335
305.0,435.49666666666667,65.02427301656925,1.0265220000000002,1.4090100022114818
310.0,407.4113333333333,54.4401808073167,2.1080826666666668,1.6278256347660005
315.0,390.99233333333336,51.199445039310085,0.5148163333333334,1.0
320.0,360.18333333333334,24.47290177590989,0.8850509000000001,1.0
325.0,341.6833333333334,33.102028492727335,-0.577142,1.5553228268263153
330.0,306.82800000000003,22.877070354396327,1.3060966666666667,2.8823326674819016
335.0,299.31300000000005,18.924548528300484,-0.03928366666666664,1.1676267214937885
340.0,268.787,20.896319580251443,0.09943066666666667,2.032319132459598
345.0,252.53366666666668,27.856409358230874,-0.459891,1.0712113914867596
350.0,234.042,18.245183830260526,2.28092,1.0
355.0,222.36833333333334,17.103115866219632,1.8297743333333336,2.3678945241493197
360.0,189.71633333333332,21.329406516200436,1.8766123333333333,3.7664060098202814
365.0,180.391,19.45698805056939,-0.211688,1.0578999377767258
370.0,160.99833333333333,18.11333603545558,-0.68456,1.1744342025418026
375.0,146.3166666666667,24.83412133201683,-0.4727133333333334,2.3623846787162615
380.0,141.51266666666666,10.654486113057418,3.776526666666667,1.0
385.0,126.41699999999999,15.350030846874539,1.41476,1.0
390.0,128.54666666666665,9.815669734324475,2.95408,1.0
395.0,108.13466666666666,8.541509956286028,-0.032382333333333214,3.548200012481869
